0.22447	0.76451	40
0.22581	0.64225	40
0.22675	0.79517	40
0.22846	0.62724	40
0.2288	0.6703	40
0.23373	0.73644	40
0.23385	0.68934	40
0.23567	0.82546	40
0.23685	0.71339	40
0.23883	0.59692	40
0.24716	0.85449	40
0.2479	0.56661	40
0.25441	0.53629	40
0.25963	0.50472	40
0.26357	0.47315	40
0.26638	0.87719	40
0.27136	0.44284	40
0.283	0.41378	40
0.29469	0.86579	40
0.29593	0.38473	40
0.31655	0.36197	40
0.31788	0.84556	40
0.34363	0.82659	40
0.34742	0.35183	40
0.37067	0.81014	40
0.37318	0.33412	40
0.38995	0.30759	40
0.39898	0.79621	40
0.40032	0.27727	40
0.41453	0.24948	40
0.42986	0.78481	40
0.44283	0.23808	40
0.46072	0.78098	40
0.47369	0.23425	40
0.48896	0.79357	40
0.50456	0.2279	40
0.50947	0.81754	40
0.53542	0.22028	40
0.53771	0.83013	40
0.56374	0.20636	40
0.56858	0.82378	40
0.59076	0.19244	40
0.59561	0.80607	40
0.61752	0.78457	40
0.61906	0.18482	40
0.64328	0.7656	40
0.64989	0.1911	40
0.67287	0.75168	40
0.67582	0.20074	40
0.69314	0.20973	40
0.69991	0.73396	40
0.70843	0.21773	40
0.72472	0.22773	40
0.72567	0.71626	40
0.74234	0.23012	40
0.75526	0.70359	40
0.7732	0.22377	40
0.78482	0.70482	40
0.78498	0.64169	40
0.78504	0.61896	40
0.79905	0.66818	40
0.80182	0.59368	40
0.80407	0.21868	40
0.80919	0.72373	40
0.8299	0.67067	40
0.83141	0.58228	40
0.83489	0.22622	40
0.83615	0.73758	40
0.8554	0.24766	40
0.86076	0.66558	40
0.86099	0.57341	40
0.8613	0.45472	40
0.86138	0.42315	40
0.867	0.7388	40
0.86818	0.27794	40
0.87537	0.48248	40
0.87559	0.39536	40
0.88034	0.54813	40
0.88096	0.30571	40
0.88217	0.4941	40
0.88719	0.52216	40
0.88901	0.67691	40
0.89237	0.36756	40
0.89374	0.33473	40
0.89402	0.72488	40
0.25029	0.64522	80
0.25122	0.67729	80
0.25288	0.62847	80
0.2573	0.69532	80
0.25939	0.59816	80
0.26022	0.74743	80
0.26151	0.7724	80
0.26233	0.72338	80
0.26718	0.56658	80
0.27369	0.53627	80
0.27687	0.79763	80
0.28019	0.5047	80
0.28798	0.47438	80
0.29578	0.80551	80
0.29834	0.44407	80
0.3077	0.8039	80
0.31384	0.41627	80
0.33447	0.39225	80
0.33728	0.79629	80
0.35894	0.37328	80
0.36688	0.78363	80
0.38213	0.35305	80
0.39648	0.77096	80
0.40404	0.3303	80
0.42338	0.30502	80
0.42607	0.75956	80
0.444	0.28227	80
0.45566	0.74816	80
0.47104	0.26456	80
0.48653	0.74055	80
0.50064	0.25189	80
0.51739	0.73672	80
0.53023	0.24175	80
0.54822	0.74299	80
0.5611	0.23161	80
0.57908	0.73917	80
0.5894	0.22274	80
0.60994	0.73282	80
0.61898	0.21513	80
0.63702	0.21481	80
0.64208	0.72899	80
0.65231	0.22081	80
0.66861	0.2278	80
0.67167	0.71885	80
